SKU;SEGUIMENTO;Categoria;TIPO;Fornecedor;Descrição / Aplicação;"Código Do 
Fornecedor";" CMV 
Unitário ";"Altura
(cm)";"Comprimento
(cm)";"Largura
(cm)";Peso
PAR-FTK18096;AUTOMOTIVO;ROLAMENTO RODA;KIT;IRB;Par Rolamento Roda Traseira Crv 2.0 16v 2005 2006;; R$ -   ;;;;
PAR-FTK18102;AUTOMOTIVO;Rolamento Roda;KIT;IRB;Par Rolamento Roda Traseira Range Rover Sport 2010 A 2013;; R$ -   ;;;;
PAR-FTK18168;AUTOMOTIVO;Rolamento;KIT;IRB;Par Rolamento Roda Dianteira Tracker 2001 A 2009;; R$ -   ;;;;
PAR-FTK18169;AUTOMOTIVO;Bandeja;KIT;SPARE;Par Bandeja Com Pivô Uno Vivace 2010 Em Diante;; R$ -   ;;;;
PAR-FTK18193;AUTOMOTIVO;Rolamento roda;KIT;IRB;Par Rolamento Roda Dianteira Jac J3 2010 Em Diante 1.4 1.5;; R$ -   ;;;;
PAR-FTK18273;AUTOMOTIVO;Pastilha Freio;KIT;IRB;Par Rolamento Roda Traseira Bmw Série 3 328 2005 A 2007;; R$ -   ;;;;
PAR-FTK18505;AUTOMOTIVO;Pastilha Freio;KIT;IRB;Par Rolamento Roda Traseira Mercedes Ml350 2012 A 2019;; R$ -   ;;;;
PAR-FTK18583;AUTOMOTIVO;Bandeja;KIT;SPARE;Par Bandeja Inferior Com Pivô Santana 1988 A 2006;; R$ -   ;;;;
PAR-FTK18627;AUTOMOTIVO;Rolamento Roda;KIT;IRB;Par Rolamento Roda Dianteira Amarok 2011 Em Diante;; R$ -   ;;;;
PAR-FTK18630;AUTOMOTIVO;Pastilha Freio;KIT;IRB;Par Rolamento Roda Traseira Amarok 2010 A 2019 2.0 3.0;; R$ -   ;;;;
PAR-FTK18647;AUTOMOTIVO;Rolamento;KIT;IRB;Par Rolamento Roda Dianteira Ranger Março 2012 Em Diante;; R$ -   ;;;;
PARFTK22002/03;AUTOMOTIVO;Pivô;KIT;SPARE;Pivô Da Bandeja Inferior Lado Esquerdo New Civic 2006 A 2011;;  ;;;;
PAR-FTK22104;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Ix35 2010 A 2017;; R$ 24,00 ;;;;
PARFTK22182;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Clio 1996 A 2003;; R$ 24,00 ;;;;
PAR-FTK22182;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Scenic 1998 A 2010;; R$ 24,00 ;;;;
PAR-FTK22183;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Megane 1996 A 2005;; R$ 24,00 ;;;;
PARFTK222014;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô De Suspensão Inferior Ranger 4x2 4x4 1998 A 2012;;  ;;;;
PARFTK22208/2263-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Courier 1997 A 2002;; R$ -   ;;;;
PARFTK22286-GP;AUTOMOTIVO;Bucha Bandeja;KIT;GUARU BORRACHAS;Par Bucha Bandeja Superior Dianteira Ranger 2012 Em Diante;;  ;;;;
PAR-FTK279/82;AUTOMOTIVO;Pastilha Freio;KIT;Replabor;Par Coifa Homocinetica Cobalt 1.8 2013 A 2016;; R$ -   ;;;;
PAR-FTK313;AUTOMOTIVO;Coxim Amortecedor;KIT;RE9BOR;Par Coxim Amortecedor Dianteiro Saveiro 1980 A 1995;; R$ -   ;;;;
PAR-FTK314;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Homocinetica Lado Roda Fiat 147 1976 A 1986;; R$ -   ;;;;
PARFTK33006-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Do Braço Superior Dianteiro Explorer 96 97;; R$ 25,02 ;;;;
PARFTK33028-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Central Da Bandeja Inferior Amarok 2010 Em Diante;; R$ -   ;;;;
PARFTK33029-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Superior Amarok 2010 Em Diante;; R$ -   ;;;;
PAR-FTK3320K;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Semi Eixo Lado Câmbio Fiorino 1980 A 2009;;  ;;;;
PAR-FTK3321K;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Semi Eixo Câmbio Fiat Cronos 2017 Em Diante;; R$ 13,82 ;;;;
PAR-FTK3322K;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Homocinética Lado Roda Fiat Uno 1991 A 2012 Todos;; R$ -   ;;;;
PARFTK33395;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Dianteira Fiesta 2002 A 2014;; R$ -   ;;;;
PAR-FTK33395;AUTOMOTIVO;pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Dianteira Ecosport 2003 A 2013;; R$ 24,00 ;;;;
PAR-FTK411;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Homocinetica Lado Roda Parati 1980 A 2008;; R$ -   ;;;;
PARFTK44002/03-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Lado Esquerdo Bandeja Dianteira Tempra 93 Diante;; R$ 51,52 ;;;;
PARFTK44002/06-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Lado Direito Bandeja Dianteira Marea 98 Em Diante;; R$ -   ;;;;
PARFTK44005-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Da Bandeja Suspensão Traseira Fiat 147 83 A 86;; R$ -   ;;;;
PARFTK4476/44406-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Linea 2008 A 2017;; R$ -   ;;;;
PARFTK4476/77-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Stilo 2002 A 2010;; R$ -   ;;;;
PAR-FTK452;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Homocinetica Lado Roda Crossfox 2004 Em Diante;; R$ -   ;;;;
PAR-FTK616/25;AUTOMOTIVO;Pastilha Freio;KIT;Replabor;Par Coifa Homocinetica Peugeot 2008 1.6 2016 Em Diante;; R$ -   ;;;;
PARFTK66000/01MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira City 2010 A 2014;; R$ -   ;;;;
PARFTK66029/39-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Crv 2007 A 2012;; R$ -   ;;;;
PAR-FTK717/28;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Par Coifa Homocinetica Lado Cambio Logan 2007 Em Diante;; R$ -   ;;;;
PARFTK77001-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Dianteira Da Bandeja Dianteira Berlingo;; R$ 11,61 ;;;;
PARFTK77014/15-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Livina 2010 A 2014;; R$ -   ;;;;
PAR-FTK77365/66;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Audi A3 1999 A 2006;; R$ -   ;;;;
PARFTK7739/40-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Bandeja Dianteira Corolla 1997 A 2002;; R$ -   ;;;;
PARFTK7741/42-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Corolla 2003 Em Diante;; R$ -   ;;;;
PARFTK77503-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Par Bucha Da Bandeja Dianteira Kangoo 1997 Em Diante;; R$ 19,64 ;;;;
PARFTK99082-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Traseira Da Bandeja Dianteira Mondeo 1996 A 2001;; R$ -   ;;;;
PARFTK99083-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Dianteira Da Bandeja Dianteira Mondeo 1993 A 2001;; R$ -   ;;;;
PARFTK99103/04-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Megane 2007 Em Diante;; R$ -   ;;;;
PARFTK99128/29-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Fluence 2010 Em Diante;; R$ -   ;;;;
PARFTK99140-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Superior Dianteira Civic 1996 A 2000;; R$ -   ;;;;
PARFTK99171-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Superior Dianteira Civic 1992 A 1995;; R$ -   ;;;;
PARFTK99325-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Sandero 2007 Em Diante;; R$ -   ;;;;
PARFTK99370/71-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Par Bucha Da Bandeja Dianteira Kwid 2017 Em Diante;; R$ -   ;;;;
Par-GM001;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Par Kit Rolamento Roda Traseira Corsa 1.4 8/16v 1994 A 2002;; R$ 27,80 ;;;;
PAR-LT5577;AUTOMOTIVO;Haste Câmbio;KIT;LT CORREA;Par Haste Do Trambulador 230mm Golf 1998 Á 2001 Motor 1.6;; R$ 24,00 ;;;;
PAR-NZT0012;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Rolamento Da Roda Dianteira Sem Abs;; R$ 63,98 ;;;;
PAR-NZT0186;AUTOMOTIVO;Rolamento Roda;KIT;Polo;Par Rolamento Roda Dianteiro Peugeot 406 1997 A 2003;; R$ -   ;;;;
PAR-NZT1206;AUTOMOTIVO;Rolamento;KIT;POLO;Par Rolamento Roda Traseira Fusion Com Abs;; R$ -   ;;;;
par-nzt311315;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Par Rolamento Da Roda Dianteira Sem Abs Parati Gol Até 1994;; R$ -   ;;;;
Par-NZT311396;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Par Rolamento Da Roda Dianteira Sem Abs Chery;; R$ 73,60 ;;;;
PAR-NZT3600;AUTOMOTIVO;Rolamento Roda;KIT;POLO;2 Kits Rolamento Roda Dianteira Corsa Frente Montana;; R$ 85,43 ;;;;
PAR-NZT3601;AUTOMOTIVO;Rolamento Roda;KIT;POLO;2 Kits Rolamento Roda Traseira Meriva Corsa Montana;; R$ 123,26 ;;;;
PAR-NZT563644;AUTOMOTIVO;Pastilha Freio;KIT;POLO;Par Rolamento Roda Dianteira Onix 1.0 1.4 2012 Em Diante;; R$ -   ;;;;
par-nzt636114;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Par Rolamento Da Roda Dianteira Sem Abs Prisma Corsa Classic;; R$ -   ;;;;
Par-PF005;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;Par Reparo Rolamento Eixo Traseiro Palio Weekend Marea Brava;; R$ 21,00 ;;;;
PAR-PFTK22183;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira R19 1988 A 1997;;  ;;;;
Par-PG001;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;Kit Rolamento Eixo Traseiro Peugeot206/207 C/barra 47mm;; R$ 86,00 ;;;;
Par-PG001A;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;Kit Rolamento Eixo Traseiro Peugeot 206/207 C/barra 50mm;; R$ 86,00 ;;;;
Par-PG002;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;Kit Rolamento 47mm Suspensão Tras 206/207 S/barra Estabiliza;; R$ 90,00 ;;;;
Par-PG003;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;2 Kit's De Rolamento Eixo Traseiro Xsara Picasso 2001 A 2011;; R$ 45,30 ;;;;
par-pivô442090;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Gol G5 2008 Em Diante Com Direção Hidraulica;; R$ -   ;;;;
PAR-PVI0311;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Sonic 2012 Em Diante;;  ;;;;
PAR-PVI0605;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Oroch 2014 A 2019;; R$ 24,00 ;;;;
PAR-PVI0606;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Dianteira  Fluence 2011 Em Diante;; R$ 24,00 ;;;;
PAR-PVI0903;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Inferior Citroen C3 2002 A 2013;; R$ -   ;;;;
PAR-PVI1003;AUTOMOTIVO;Pivô;KIT;SPARE;Par pivô Bandeja Inferior Ambos Os Lados Gol 1992 À 1997;;  ;;;;
PAR-PVI1004/05;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Bandeja Dianteira Parati 1983 À 1992;; R$ 24,00 ;;;;
PAR-PVI1019;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior Dianteira Cordoba 93 À 02;;  ;;;;
PAR-PVI1021;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior Ambos Lados Fiesta Street 96 À 07;; R$ 24,00 ;;;;
PAR-PVI1022;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior Verona 1993 A 1996;;  ;;;;
PAR-PVI1026;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Bandeja Dianteira Tigra 1997 À 2000;;  ;;;;
PAR-PVI1030;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior Ambos Os Lados Ipanema 1989 À 1998;; R$ 24,00 ;;;;
par-pvi1032/5113;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior E Bieleta Uno 2010 A 2016;;  ;;;;
PAR-PVI1047;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Corsa 2004 A 2010;;  ;;;;
PAR-PVI1048;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Inferior C3;;  ;;;;
PAR-PVI1049/50;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior Dianteira Doblô 2003 À 2017;;  ;;;;
PAR-PVI1052/53;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Strada Adventure Locker 2009 A 2017;; R$ -   ;;;;
PARPVI1055;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Dianteira Linea 2009 A 2017;; R$ -   ;;;;
par-pvi1058;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Bandeja Dianteira Idea 2006 À 2017;; R$ -   ;;;;
PAR-PVI112050;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Palio Weekend 2000 A 2016;; R$ 24,00 ;;;;
PAR-PVI2002/03;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Inferior New Civic 2006 A 2011;; R$ -   ;;;;
PAR-PVI2004;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Inferior City 2009 A 2013;;  ;;;;
PAR-PVI2104;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Ix35 2010 A 2017;; R$ -   ;;;;
PAR-PVI2182;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Renault R11 1983 A 1997;; R$ 24,00 ;;;;
PAR-PVI2183;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Dianteira Clio 2003 A 2016;; R$ 24,00 ;;;;
PARPVI22002/03;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Da Bandeja Inferior New Civic 2006 A 2011;; R$ 24,00 ;;;;
PAR-PVI2404;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Bandeja Dianteira Compass 2015 A 2020;; R$ 24,00 ;;;;
PAR-PVI3395;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Inferior Da Bandeja Dianteira Ecosport 2003 A 2013;; R$ 24,00 ;;;;
PAR-PVI442090/91;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Voyage G5 2008 Em Diante Com Direção Hidraulica;; R$ -   ;;;;
PAR-PVI772102;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Nissan Versa 2011 Em Diante;;  ;;;;
PAR-T112006;AUTOMOTIVO;Pivô;KIT;SPARE;Par Terminal Da Direção Do Braço Tensor Uno 1992 A 2008;;  ;;;;
Par-VW001;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Par De Kit Rolamento Roda Traseira Fox 2007 2008 2009 Novo;; R$ 27,80 ;;;;
PARVW001-636114;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Kit Rolamento Roda Traseira E Dianteira Chevrolet;; R$ -   ;;;;
PF005;AUTOMOTIVO;Rolamento Eixo;SIMPLES;Importação;Reparo Traseiro Rolamento Blindado Palio Weekend Marea Brava;; R$ 10,50 ;;;;
PG001;AUTOMOTIVO;Rolamento Eixo;SIMPLES;Importação;Reparo Rolamento Eixo Traseiro Pegeout 207 47mm 2008 A 2010;; R$ 43,00 ;;;;
PG001A;AUTOMOTIVO;Rolamento Eixo;SIMPLES;Importação;Kit De Rolamento Eixo Traseiro 207 Passion Com Barra 50mm;; R$ 43,00 ;;;;
PG002;AUTOMOTIVO;Rolamento Eixo;SIMPLES;Importação;Rolamento 47mm Suspensão Trás 206 207 Sem Barra Estabiliza;; R$ 43,00 ;;;;
PG003;AUTOMOTIVO;Rolamento Eixo;SIMPLES;Importação;Kit Rolamento Eixo Traseiro Picasso Sem Barra;; R$ 90,00 ;;;;
pivô-332092-5233;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Suspensão E Bieletas Spin 2012 Em Diante;; R$ -   ;;;;
Pivô-442091;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Lado Direito Voyage G5 2008 Em Diante;; R$ -   ;;;;
PVI0311-5233;AUTOMOTIVO;Pivô;KIT;SPARE;Par Pivô Suspensão E Bieletas Sonic 2012 Em Diante;; R$ 24,00 ;;;;
PVI0605;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Dianteira Ambos Lados Oroch 2016 A 2019;;  ;;;;
PVI0606;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Bandeja Dianteira Ambos Os Lados Fluence 2011 Em Diante;;  ;;;;
PVI1003;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Inferior Ambos Os Lados Parati 1992 À 1997;;  ;;;;
PVI1004;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Bandeja Dianteira Direito Voyage 1981 À 1992;;  ;;;;
PVI1005;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Bandeja Dianteira Esquerdo Parati 1983 À 1992;;  ;;;;
PVI1021;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô  Inferior Bandeja Dianteira Courier 1997 À 2011;;  ;;;;
PVI1022;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Bandeja Inferior Ambos Lados Escort 1993 A 1996;;  ;;;;
PVI1026;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Bandeja Dianteira Ambos Lados Classic 02 À 09;;  ;;;;
PVI1030;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Inferior Ambos Os Lados Ipanema 1989 À 1998;;  ;;;;
PVI1047;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Dianteira Ambos Lados Montana 2004 A 2010;; R$ 12,50 ;;;;
PVI1048;AUTOMOTIVO;Pivô;SIMPLES;SPARE;pivô Da Bandeja Inferior C3 2002 À 2013;;  ;;;;
PVI1049;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Bandeja Inferior Dianteira Esquerda Doblô 2003 À 2017;; R$ -   ;;;;
PVI1058;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Bandeja Dianteira Idea Ambos Lados 2006 À 2017;;  ;;;;
PVI112050/5113;AUTOMOTIVO;Pivô e Bieleta;KIT;SPARE / HOLYMAN;Pivô Inferior E Bieleta Ambos Lados Mobi 2017;;  ;;;;
PVI2002;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Inferior Lado Direito New Civic 2006 A 2011;; R$ -   ;;;;
PVI2003;AUTOMOTIVO;Pivô;SIMPLES;LT CORREA;Pivô Da Bandeja Inferior Lado Esquerdo New Civic 2006 A 2011;; R$ -   ;;;;
PVI2004;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Bandeja Inferior Ambos Lados City 2009 A 2013;;  ;;;;
PVI2182;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Da Bandeja Ambos Lados Renault R11 1983 A 1997;; R$ 13,00 ;;;;
PVI2183;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Da Bandeja Dianteira Ambos Lados Clio 2003 A 2016;;  ;;;;
PVI3395;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Dianteira Ambos Lados Ecosport 2003 A 2013;;  ;;;;
PVI442090;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Lado Esquerdo Voyage G6 2012 Em Diante;; R$ -   ;;;;
PVI442091;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Lado Direito Gol G6 2012 Em Diante;; R$ -   ;;;;
Pvi552012;AUTOMOTIVO;Pivô;SIMPLES;SPARE;pivô DA BANDEJA INFERIOR C3 2002 À 2013;; R$ -   ;;;;
PVI772102;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Nissan March 2011 Em Diante;; R$ 12,50 ;;;;
R6202;AUTOMOTIVO;Rolamento 6000;SIMPLES;TERRITÓRIO;Rolamento 6202;; R$ -   ;;;;
RT001;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT TRANSMISSAO S/ RET CG 150 TITAN KS 04/08 ES 04/08 ESD 04/16 MIX 09/15 FAN 09/15;;;;;;
RT002;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT TRANSMISSÃO HONDA CG 125 TITAN  ;;;;;;
RT003;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT TRANSMISSÃO HONDA BROSS 150 FLEX;;;;;;
RT004;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT TRANSMISSÃO YAHAMA YBR 125;;;;;;
RT006;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT TRANSMISSÃO HONDA CG TITAN;;;;;;
RT008;MOTO PEÇAS;Kit Relação moto;SIMPLES;POLO;KIT RELAÇÃO HONDA 160;;;;;;
t005/06;AUTOMOTIVO;Reparo alavanta Câmbio;KIT;Importação;Par De Terminal Cabo Engate E Seleção Marcha Uno Palio 2014;; R$ -   ;;;;
T10007;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação / LT CORREA;Terminal Conector Cabo Trambulador Celta 2005 Em Diante;; R$ 8,00 ;;;;
T1005;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação;Terminal Do Cabo De Marcha Engate 13mm Uno 2014 Em Diante;; R$ 7,00 ;;;;
T1005/06;AUTOMOTIVO;Terminal Cabo Câmbio;KIT;Importação;Par Terminal Cabo Engate Seleção Uno 2014 Em Diante;; R$ 14,00 ;;;;
t1006;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação;Terminal Cabo Trambulador Seleção 10mm Grand Siena 2014 2015;; R$ 7,00 ;;;;
t1007;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação / LT CORREA;Terminal cabo do Corsa;; R$ 8,00 ;;;;
T-10111;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação;Terminal Cabo De Engate Seleção Mercedes Benz 1720;; R$ -   ;;;;
T112006;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Terminal da Direção Do braço Tensor Uno;; R$ -   ;;;;
T-112006;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;SPARE;Terminal Da Direção Braço Tensor Ambos Lados Premio 91 A 96;;  ;;;;
TERMINAL AXIAL NAKATA;AUTOMOTIVO;Terminal Axial;SIMPLES;Outros;Par Terminal Axial Dianteiro Peugeot 206 1999 A 2006;; R$ -   ;;;;
TK0912;AUTOMOTIVO;;SIMPLES;POLO;TK0912 2821 12V 3W T10 WEDGE ESMAGADA GRANDE  ;;;;;;
TK1912;AUTOMOTIVO;;SIMPLES;POLO;TK1912 1156 12V 21W T20 WEDGE 6941  ;;;;;;
TK2124;AUTOMOTIVO;;SIMPLES;POLO;TK2124 67 12V 5W G18 BA15S  ;;;;;;
TK2130VM;AUTOMOTIVO;;SIMPLES;POLO;TK2130VM 67 12V 10W G18 BA15S VERMELHO  ;;;;;;
TM982;AUTOMOTIVO;;SIMPLES;POLO;Rolamento 6202 TM982 6202 RODA DIANTEIRA CG TITAN 125 - NX 200 / NX 350 SAHARA / NX4 FALCON 400 / XLX 250R / XLX 350 / XR 200  ;;;;;;
TPN001;AUTOMOTIVO;Calota Eixo Peugeot;SIMPLES;Outros;Par De Calotas Graxa Rolamento Manga Eixo Tras Peugeot 206;; R$ 5,00 ;;;;
VA-10008;AUTOMOTIVO;Aditivos;SIMPLES;Valclei;Aditivo Para Radiador Valclei;; R$ 12,00 ;;;;
VKM4837;AUTOMOTIVO;OUTROS;SIMPLES;HOLYMAN;POLIA ALTERNADOR GOL  ;;;;;;
VW001;AUTOMOTIVO;ROLAMENTO RODA;SIMPLES;POLO;Kit De Rolamento Roda Traseira Versailles 1992 A 1996;; R$ 13,90 ;;;;
WO120;AUTOMOTIVO;Filtro de óleo;SIMPLES;RMP;FILTRO DE OLEO WO 120 WEGA  ;; R$ -   ;;;;
YBR 125 Velocímetro;MOTO PEÇAS;Cabo velocímetro Moto;SIMPLES;Importação;Cabo De Velocímetro Yamaha Ybr 125 2003 2004 2005;; R$ 5,00 ;;;;
10w40-SB;AUTOMOTIVO;Óleo motor Automotivo;SIMPLES;Outros;10W40 SB;;;;;;
14446;MOTO PEÇAS;Óleo Motor MOTO;SIMPLES;TREVILUB;ÓLEO MOTOR 4T 10W30 IPIRANGA;;;;;;
20W50-VR;MOTO PEÇAS;Óleo Motor MOTO;SIMPLES;Outros;OLEO 20W50 VR LUB;;;;;;
20W50L;MOTO PEÇAS;Óleo Motor MOTO;SIMPLES;Outros;ÓLEO DE MOTOR 20W50L;;;;;;
17046;MOTO PEÇAS;Óleo Motor MOTO;SIMPLES;TREVILUB;ÓLEO MOTOR 4T 20W50IPIRANGA;;;;;;
6301;MOTO PEÇAS;ROLAMENTO MOTO;SIMPLES;POLO;ROLAMENTO 6301;;;;;;
RL63;MOTO PEÇAS;ROLAMENTO MOTO;SIMPLES;POLO;NZT6003/2RS;;;;;;
RL6301;MOTO PEÇAS;ROLAMENTO MOTO;SIMPLES;POLO;NZT6301/2RS;;;;;;
RL6302;MOTO PEÇAS;ROLAMENTO MOTO;SIMPLES;POLO;NZT6302/2RS;;;;;;
